nodenumber,x-coordinate,y-coordinate,temperature
83,0.755615,-1.385719,300.431634
84,-0.471410,-1.801897,301.896120
85,2.529964,-0.963019,300.989980
86,-1.735803,0.595935,299.945224
87,-1.229259,0.215247,301.522708
88,2.385564,-1.740835,298.162703
89,1.620398,-0.705564,295.784252
90,1.260554,-1.304735,305.654548
91,-2.328234,-1.614796,313.498980
92,1.407294,0.267400,301.508273
93,1.184335,0.363906,318.230839
94,-0.497426,-2.169498,300.267942
95,2.800784,0.735394,309.957195
96,0.690698,0.395965,324.970943
97,-1.192554,2.227605,304.893936
98,0.221327,2.668547,302.948095
99,-1.597234,-2.698567,317.813125
100,1.879051,-2.515592,302.996457
101,-1.839784,-0.851171,306.341858
102,1.903173,-2.385216,298.421515
103,0.201910,-0.613643,295.000000
104,1.371257,-2.417380,300.199986
105,2.057317,-0.482942,300.006901
106,1.347846,1.575419,304.138670
107,-1.715351,1.038544,301.612006
108,-1.903143,0.639719,317.134242
109,-2.257606,1.847827,299.233393
110,-1.720276,-1.057727,316.280767
111,-0.347912,1.321246,302.356934
112,2.350717,1.613942,299.332586
113,-0.098813,1.191012,305.710819
114,-2.504272,0.490602,296.178117
115,1.266141,-2.273200,297.635326
116,2.565996,2.411332,303.203306
117,-2.446801,-1.658757,311.377059
118,1.943986,-2.991047,299.458608
119,-2.198753,-1.609702,297.493762
120,0.310490,-0.235986,300.432886
121,-0.937211,-2.475584,302.593117
122,0.842804,0.072167,311.288775
123,2.947879,1.987894,298.430673
124,-1.569919,-0.318706,301.263919
125,0.471222,-1.687594,318.586588
126,1.767179,-2.386488,298.999446
127,1.933554,1.109872,316.602392
128,1.697368,-2.610579,299.865701
129,-2.656137,-0.707038,299.751571
130,-2.571617,-0.169636,306.422853
131,-1.648880,2.049061,311.292911
132,1.914012,0.619225,309.752460
133,0.708160,1.089457,330.070095
134,-1.494828,0.638948,299.914642
135,-0.764088,0.715228,300.801131
136,-1.021129,0.791583,309.474493
137,-1.636814,-2.201744,297.109575
138,1.707742,-2.061100,300.814529
139,2.900672,0.833095,295.044477
140,2.411777,2.667963,299.648285
141,1.384761,-1.919863,298.918146
142,-1.730497,-0.187435,308.820621
143,0.371539,-0.873834,320.566958
144,-1.995264,0.717201,325.502078
145,-2.259567,-0.296450,315.027009
146,-0.480638,-0.023615,298.770380
147,1.663949,-2.484401,299.763807
148,0.270159,-0.627672,319.738916
149,-1.239644,-1.218984,325.612992
150,0.769399,-0.501296,300.538783
151,-0.336090,-2.500329,297.786359
152,-1.823939,2.021262,301.736123
153,1.302899,-0.126199,318.140700
154,2.206697,-0.025189,295.525730
155,0.209457,-2.816736,297.699381
156,0.612566,1.854729,305.170580
157,2.663855,2.042820,324.820522
158,-2.164382,-1.791109,300.475399
159,0.132609,-1.771516,317.033900
160,-1.722512,1.590512,309.162053
161,2.580526,-0.038848,300.768695
162,-1.275123,1.131792,325.611022
163,1.487796,-0.302227,304.041050
164,-0.556460,2.672227,299.938472
165,1.140760,-1.545119,318.591702
166,0.597869,-1.504710,315.650491
167,-0.977754,-0.927395,296.114463
168,-1.741832,1.445537,314.050249
169,0.782230,-2.182412,298.955163
170,-1.857527,0.658390,309.706278
171,-0.614486,-0.368387,303.670986
172,1.223865,0.074277,311.878049
173,-0.013783,0.530872,325.853604
174,2.054852,-1.944503,302.432281
175,-2.070853,1.235216,297.389516
176,0.351754,-2.193771,321.640081
177,1.018602,1.292238,324.826977
178,-2.876210,-1.041004,306.109312
179,1.424380,0.421614,320.322618
180,-2.942602,2.011212,302.405188
181,2.517315,1.847986,299.579204
182,1.442679,1.162365,307.806097
183,1.039822,0.770101,324.591162
184,1.243886,-1.364009,314.331937
185,1.868718,1.971231,320.746037
186,0.574303,-1.585231,325.721007
187,2.267899,0.309957,301.525751
188,2.092811,-1.390691,325.564882
189,-1.600215,0.262614,302.194851
190,-2.089736,-0.433154,302.880461
191,-2.048228,-0.211018,299.057255
192,-1.591984,-0.996299,300.911248
193,2.866222,-2.641423,297.106030
194,0.226882,-0.852559,305.000000
195,1.088303,2.834903,299.976208
196,-1.000294,1.184766,297.555869
197,2.757734,-1.026911,302.099014
198,0.456034,-2.036405,298.446317
199,-2.267492,-0.227503,297.777773
200,0.905796,-0.876850,298.611569
201,1.889656,-1.089175,299.878457
202,1.650200,-1.282162,304.378264
203,-1.798476,-2.411415,300.291759
204,-1.838074,0.860606,297.682599
205,-0.877803,-0.227784,298.533292
206,-0.924818,1.595887,298.761227
207,-1.357729,1.056606,319.857270
208,0.980628,-0.135323,305.814893
209,-2.060033,-0.335324,300.505329
210,2.854980,-1.255313,297.133687
211,0.216201,1.132086,305.459644
212,1.838001,0.343321,295.000000
213,2.168167,1.581294,308.400734
214,-1.817567,0.758235,298.876983
215,-0.046011,-1.591543,296.769301
216,-0.044270,-0.288113,303.296457
217,0.697799,-1.389269,307.987409
218,1.753608,0.221552,295.755655
219,1.204044,0.361234,300.229687
220,0.354133,-1.189141,299.377449
221,-0.244472,2.726180,299.297394
222,0.545788,2.358487,301.232493
223,-2.476702,0.952778,300.098963
224,0.768666,-1.010351,315.357503
225,1.160710,2.365579,298.667648
226,-1.901419,-0.868320,302.065808
227,-0.976596,-1.331837,300.297511
228,-1.081558,1.373406,321.396949
229,1.324058,0.935006,310.110216
230,-1.296678,1.410855,309.088520
231,0.494989,1.207788,321.780384
232,-0.295007,-2.599947,299.631893
233,-2.822147,-1.407901,302.730931
234,0.982893,-2.810859,297.406132
235,-2.150710,-1.489980,320.244752
236,2.769112,2.718984,298.388293
237,-2.743958,-0.302811,325.845738
238,-1.777242,0.731854,296.550821
239,-2.037962,0.985634,326.843610
240,-1.961643,0.899241,305.481119
241,2.656715,-0.368055,300.083379
242,2.358961,-1.747716,301.606789
243,-0.509801,2.256448,295.000000
244,2.046047,0.929445,299.500773
245,1.254370,0.106612,309.048079
246,2.023282,0.295574,301.022103
247,-2.812488,2.688606,300.968006
248,2.700202,1.457898,300.485054
249,1.010645,-2.759725,298.509264
250,0.167118,-0.940050,321.430820
251,-2.823990,1.735467,302.487257
252,-1.834668,1.414709,318.622327
253,-1.482123,1.129868,319.125466
254,1.949712,-0.847489,302.957838
255,1.451526,0.780198,319.481925
256,1.298265,1.020161,308.932281
257,2.081242,-1.004072,295.373880
258,2.387167,-1.205062,300.649216
259,-2.750996,0.993488,295.000000
260,-2.095868,2.562151,323.198333
261,0.176140,-0.854514,314.219689
262,1.419777,0.012743,300.076809
263,2.469477,0.418847,298.560063
264,2.943767,-0.542855,299.454004
265,-0.693621,1.246331,302.754319
266,1.633927,0.211155,305.000000
267,0.563759,2.016003,297.059989
268,-0.278153,0.794613,322.269924
269,2.206239,2.492115,302.424678
270,0.914032,2.600811,305.573075
271,0.567593,0.316548,320.183960
272,-2.617233,-0.676661,319.887534
273,-0.213297,-1.264427,317.374110
274,0.621731,-0.641315,300.719671
275,1.561193,1.895945,302.907092
276,2.730571,-0.341482,301.567014
277,-0.701170,-0.919224,301.762276
278,-2.105787,-0.456517,321.712064
279,-0.922404,0.927727,311.992555
280,0.755437,-1.964608,314.199627
281,1.122992,0.339419,300.516505
282,1.640119,2.033286,315.764199
283,2.528445,-1.812187,300.599768
284,-0.866202,1.318429,322.810908
285,1.168063,-0.991559,302.398707
286,-2.507652,1.866534,301.740952
287,0.400073,1.841194,297.884987
288,-1.224745,-2.241813,299.181338
289,1.861836,2.978273,303.451635
290,-2.333714,1.636296,298.078546
291,2.793719,-0.880071,295.965826
292,-1.613384,-0.272736,328.832956
293,-0.056644,-1.566828,315.963635
294,-1.316925,-1.260541,320.333305
295,-2.211929,1.185741,312.503014
296,-2.242457,-0.675859,298.166226
297,-2.205960,-1.192298,327.355257
298,-2.457418,1.168345,306.941545
299,-1.601251,1.844680,302.208721
300,2.400783,-1.275534,298.628700
301,1.452355,-1.776344,304.030070
302,0.202008,-1.176513,322.698398
303,0.947628,0.225858,307.578614
304,-0.634741,0.923555,321.791169
305,-0.517517,0.916607,301.351478
306,-1.567782,1.667452,307.768849
307,-1.882840,0.582104,304.273605
308,-1.353333,0.867350,324.290597
309,-1.274687,2.800445,296.397407
310,0.162264,2.098814,314.567353
311,0.931752,1.011227,322.804193
312,1.063751,0.409409,319.792203
313,-1.949730,-2.293577,297.469127
314,-0.451363,-0.041787,299.498901
315,-0.526833,-2.884210,319.403578
316,0.803871,-0.880727,300.034239
317,-1.779634,0.783420,310.664671
318,-0.542601,-0.010599,299.379385
319,-2.277929,1.987719,300.166229
320,-1.886847,2.211739,315.883866
321,0.249606,-0.973631,318.874428
322,-1.679893,1.191181,323.028088
323,-1.758298,-1.834490,312.206996
324,1.907222,0.018927,296.797828
325,-1.738598,-1.610841,298.502601
326,-1.602076,1.391599,309.198246
327,1.589660,-1.559797,297.517942
328,-1.116389,2.636894,299.493209
329,-2.685996,-1.844472,314.135003
330,-1.884311,-0.206016,318.540202
331,-1.481053,-2.325270,297.818143
332,2.854015,1.219967,300.141244
333,-0.184235,-0.488296,298.708405
334,-1.510086,-0.369194,322.408533
335,-0.206820,-1.732947,301.740198
336,-1.856032,-1.336245,306.065141
337,-0.350533,-0.891921,302.094507
338,-0.933129,-0.663207,302.036690
339,1.922976,2.516552,304.794936
340,-0.505307,-2.961056,300.102870
341,-1.972012,1.763476,318.982858
342,-2.457090,-2.427170,304.107145
343,2.141669,0.647079,324.486800
344,-1.919082,-0.695442,318.517450
345,1.352148,1.721892,305.355971
346,-2.461413,-1.967574,301.436523
347,1.189114,0.326312,320.091357
348,0.940377,1.252594,311.964415
349,0.336580,-1.968468,299.206370
350,-0.167027,2.144854,301.732415
351,-0.977519,1.993545,302.135041
352,1.285202,0.313572,305.000000
353,-1.901671,-0.083258,320.329445
354,2.752454,-1.696394,300.616698
355,-1.580660,1.956268,299.246647
356,-1.636697,0.703902,325.547797
357,1.644975,0.003338,298.427744
358,-0.000099,0.423424,306.562927
359,0.942924,-1.324348,315.999879
360,1.625624,0.835595,310.903664
361,-2.165967,-0.299219,312.937215
362,-2.211081,1.553478,328.207531
363,-2.501762,-2.541520,298.079805
364,-0.017893,-0.911282,320.271132
365,-0.676124,2.496131,297.115027
366,1.988108,-1.781775,298.469091
367,-2.006211,-1.490940,309.849979
368,2.994390,1.809011,304.906960
369,-2.187885,0.351955,297.546442
370,-0.767772,1.976314,300.671659
371,-1.227397,-0.844277,316.925341
372,0.901982,-1.263659,310.480503
373,1.863595,0.591153,301.938001
374,1.017429,0.802608,300.311587
375,-0.498846,-0.210199,298.686475
376,2.757939,1.644988,297.460600
377,1.932195,-0.098571,303.127140
378,-1.931517,2.886122,298.420405
379,-0.025831,-1.586013,299.688550
380,-2.157048,0.571413,316.363366
381,-1.864013,-1.776112,301.271968
382,-2.625920,-0.607983,297.892767
383,-1.437184,1.762645,305.839828
384,1.419211,2.297963,317.554766
385,-0.754047,-0.722300,298.636296
386,1.615503,1.227556,318.092446
387,0.936758,-2.784557,303.340932
388,-1.824595,-0.835293,299.773390
389,-2.280673,0.114582,300.402687
390,-0.086664,-2.558859,300.861938
391,-0.319971,0.783013,297.190820
392,0.864016,0.429628,318.684282
393,2.019367,-1.745545,303.552409
394,1.520819,-1.680897,299.342428
395,-0.065389,1.269782,298.414935
396,-2.852245,1.776575,319.681012
397,0.900959,-0.626395,301.762229
398,-1.202990,1.513176,309.045186
399,0.315599,1.025344,305.867046
400,-2.129818,-1.647562,302.677631
401,1.883051,1.147942,300.647866
402,-0.870719,2.884152,303.486488
403,-2.828210,2.634955,325.807242
404,1.174443,-0.100336,300.495729
405,-0.512665,-0.752725,295.073694
406,-2.010165,-1.267211,321.549289
407,0.936810,2.823656,326.685351
408,-1.537104,-1.045667,300.756847
409,0.427810,-0.935846,313.367700
410,-1.758768,-1.657477,324.522025
411,-2.097885,2.919809,301.739503
412,-0.496156,-1.474918,329.301372
413,1.534020,-0.582434,299.821928
414,0.264664,-2.053447,323.486367
415,2.000940,-2.867177,299.186672
416,0.763569,1.333326,300.780330
417,-1.043828,0.851472,302.559106
418,2.761922,-0.155783,297.604650
419,-1.550085,1.945250,299.854819
420,-1.999444,-2.986547,298.111104
421,-1.950849,-0.935393,305.000000
422,-0.858077,-1.161557,299.285989
423,-1.626133,0.896371,318.145734
424,1.888367,1.379255,298.142152
425,-1.207800,2.094013,331.303766
426,1.946907,-2.979734,305.195786
427,-2.102681,-2.335961,325.916579
428,1.778624,-0.311132,300.048323
429,1.246040,2.992998,299.825646
430,0.808470,-1.217714,312.019087
431,1.021242,-1.098893,316.179784
432,1.120679,-1.589593,296.314047
433,2.545807,-0.939314,303.148459
434,-2.029788,-0.564204,313.056752
435,-2.467598,-0.543338,310.926742
436,-1.583010,1.078577,303.701710
437,-1.198737,2.718092,302.961135
438,-1.500845,1.178794,319.007856
439,1.219006,-0.054067,326.325266
440,-1.468079,1.028073,322.946887
441,0.842637,0.938530,317.103994
442,-2.056934,-0.507303,324.248301
443,-1.742010,-1.547496,297.342429
444,1.092940,-0.066727,295.000000
445,2.823641,-0.396423,302.382382
446,-1.653040,-0.255044,313.731920
447,1.409880,-1.591732,295.000000
448,-1.534428,0.677469,305.000000
449,1.220604,-1.197786,302.462135
450,-1.582255,-0.352616,306.995311
451,2.995032,2.973983,302.397904
452,-2.045749,0.847826,314.126887
453,-1.400400,-1.252075,303.967651
454,2.901961,-1.297193,297.938120
455,-1.412052,1.054812,319.510861
456,-1.372465,-0.647516,315.415428
457,0.588637,-0.833325,300.114011
458,2.414548,2.663195,299.209018
459,-0.475360,-2.924328,300.678690
460,-0.637763,2.055586,302.400159
461,0.385282,-1.600144,325.181530
462,2.434683,-2.926220,303.605987
463,-1.052568,-2.664574,300.875666
464,-1.260169,0.755797,311.819681
465,0.256612,-1.074739,326.781279
466,-0.262889,-1.380710,314.625717
467,0.718185,-1.469859,305.000000
468,1.024964,-2.402612,303.455859
469,2.707703,-0.300433,316.597080
470,-0.728729,-2.367695,295.937375
471,-2.908453,0.133701,331.093072
472,1.900571,1.392244,295.745775
473,-2.110374,1.642022,310.127901
474,-0.342316,-0.622680,301.421534
475,0.144970,2.170970,301.940077
476,2.840267,2.782929,301.972818
477,-0.147574,-2.199254,314.434706
478,0.092835,-0.770207,313.879838
479,-1.613675,1.727117,324.231531
480,-1.754654,-2.245842,301.001680
481,0.650281,1.797026,305.000000
482,-1.629111,0.786430,315.992810
483,2.453322,-2.976035,305.766209
484,-0.988864,-2.325799,299.330757
485,-1.020151,2.773115,306.114962
486,-0.955755,1.145313,299.745928
487,-1.563286,1.118738,320.402621
488,-1.641831,1.154785,305.000000
489,-2.399293,0.401497,299.727252
490,0.612190,0.827023,312.824538
491,1.219972,-1.203646,300.399707
492,-2.773922,0.682852,336.016176
493,-0.071889,2.334115,298.669553
494,-0.782464,-2.424797,295.000000
495,-1.644338,-0.462574,313.753792
496,-1.493768,0.588791,313.788497
497,1.937078,1.466628,309.240182
498,-0.357127,-2.560246,300.276733
499,2.220870,0.137286,295.000000
500,1.444450,2.553784,299.036900
501,2.600295,-0.386494,300.074893
502,-1.369557,-0.770486,304.111654
503,2.712351,1.740657,309.361576
504,-2.874160,1.915808,301.211935
505,-1.484037,0.642884,317.386052
506,0.694648,-1.325091,305.000000
507,-0.982304,-0.471966,300.302582
508,0.656791,-2.696732,299.798494
509,-2.207609,-0.694079,300.596099
510,2.333113,2.930356,303.697034
511,1.593271,0.804956,319.942066
512,2.290239,-1.653372,299.897505
513,-0.960662,-1.673272,322.797217
514,1.295827,-0.735712,299.634105
515,0.484089,-2.296537,303.182398
516,0.324403,-2.547427,297.815102
517,0.778255,-0.876633,299.831949
518,-2.690251,-2.239205,301.545500
519,-1.845913,0.744012,314.161747
520,-1.762339,-0.474415,302.387906
521,-2.397682,1.460168,310.107454
522,-1.985424,0.954808,297.627676
523,2.740483,-2.467166,301.154748
524,1.980778,-0.219988,300.989954
525,-0.518357,0.316768,299.397749
526,-1.483233,1.714456,318.787824
527,0.563777,-2.085694,308.374665
528,-0.162504,-1.845115,320.924379
529,1.237624,0.552351,317.035640
530,-1.766110,-1.432708,313.389643
531,-2.061031,-1.040871,311.380217
532,0.071659,-0.535432,314.087203
533,1.435504,-0.261846,305.527081
534,-1.174517,-0.325694,305.274194
535,-0.346093,1.564993,302.832449
536,-2.524729,-0.654477,300.323895
537,1.325541,0.778184,308.042858
538,-2.259451,0.634891,299.953904
539,-2.595176,-2.710014,302.321994
540,-1.101397,-0.980888,301.295598
541,-2.084200,1.576504,317.996305
542,2.771491,2.541954,303.392349
543,1.692924,-0.862629,295.000000
544,-2.485666,-0.487756,297.153708
545,-2.772029,-2.642423,300.539953
546,1.034432,0.705605,315.943493
547,0.588752,0.125058,304.816353
548,0.589896,-1.442708,303.524360
549,2.827746,1.286649,305.038001
550,-1.547566,0.572538,322.646720
551,-2.799648,0.908388,297.762902
552,-0.272827,0.868004,299.543204
553,0.151429,1.855310,298.571110
554,-0.343877,2.826483,305.498989
555,-1.541601,-1.182349,299.326699
556,-1.743643,-0.570349,309.409407
557,-1.110298,-2.973773,297.383203
558,1.837905,0.393797,305.498392
559,-2.834591,0.328478,305.000000
560,1.399799,-1.519526,296.793396
561,1.871677,2.674498,325.445514
562,0.820622,-1.683348,302.365132
563,-1.295371,0.498128,300.228220
564,-0.365219,2.765969,300.606270
565,-2.731027,2.184834,303.323007
566,-1.135013,1.107899,298.294556
567,-2.320281,-1.794354,300.695091
568,0.046572,-1.527263,327.106655
569,2.905258,1.032993,302.009298
570,1.850136,0.805666,324.561118
571,0.490331,-0.881555,317.750352
572,-2.109740,-1.263065,300.942093
573,0.482192,2.050031,299.144499
574,0.844320,2.606278,298.416042
575,-1.606089,0.479546,319.207674
576,-1.484825,1.161533,309.656997
577,0.908419,-0.571127,311.327107
578,-2.805376,-1.003663,303.931766
579,-1.214280,2.488747,302.902906
580,0.525375,-1.472472,326.058597
581,0.014737,-0.955182,298.586316
582,0.000197,-1.096336,320.885018
583,2.646497,2.711918,297.515388
584,-0.162747,-1.891233,300.769763
585,2.655664,-0.779451,312.191595
586,-1.821450,-1.156092,316.266307
587,-1.709474,1.392669,320.012312
588,-2.919484,2.559601,296.775161
589,2.608357,1.712610,298.526804
590,-1.257754,-2.441522,300.624994
591,-0.129339,-1.239194,310.318552
592,2.660911,-1.666975,302.066270
593,-2.339262,-1.270950,299.738530
594,1.126970,-2.342144,302.385713
595,0.398765,-1.218040,321.956182
596,1.344996,0.857517,296.658367
597,0.611399,1.184648,301.801234
598,0.144158,-0.633544,308.959541
599,-2.292813,0.862543,316.267064
600,-2.350557,-0.741817,299.338098
601,1.324398,0.720384,298.508682
602,-1.889654,2.238826,302.474873
603,-0.638668,-2.215696,318.449902
604,-0.198475,2.191934,300.761415
605,-0.823216,-0.768098,299.846305
606,2.984267,1.577308,302.246892
607,2.900977,1.949410,316.669551
608,-0.895290,-2.194634,298.023841
609,-2.331746,2.582492,298.411589
610,2.086896,-2.749836,301.941139
611,-1.617834,1.966276,299.245161
612,-1.753783,-1.879120,303.976357
613,-2.751543,-0.829216,314.922321
614,2.727676,-0.993885,300.548085
615,2.211477,-1.390316,322.913934
616,-0.094118,-0.900045,325.446185
617,-1.540490,1.534690,301.297862
618,2.586363,-1.870262,302.247048
619,-2.444867,1.045518,296.703512
620,2.259148,-0.207817,303.424494
621,-2.597164,-1.500409,331.302551
622,2.647674,2.289812,322.154303
623,-0.155197,2.239616,300.815770
624,1.199174,1.945128,299.717058
625,0.946996,1.039050,299.893266
626,-2.786086,2.306782,298.514016
627,0.231029,1.438075,303.212337
628,-1.794589,-1.439843,317.964117
629,1.895608,-2.277056,297.777181
630,2.115373,-2.154967,298.963303
631,-1.874301,-1.181338,307.910182
632,1.467363,-0.212014,298.490215
633,-1.256141,-0.766974,306.414195
634,-2.735243,-0.887504,307.097062
635,-1.952360,-1.258101,329.076586
636,-2.631901,0.883350,316.732881
637,-1.657927,1.060939,309.732540
638,-1.759697,-0.060227,298.162740
639,1.091785,1.310548,314.949536
640,-1.961981,-0.352683,296.617926
641,0.621936,1.327144,317.390639
642,-1.790732,-2.114915,300.269888
643,-2.082567,0.998737,305.000000
644,0.417970,-0.439325,299.569212
645,0.779442,1.769647,299.317440
646,1.243297,0.394818,298.191806
647,-2.173440,1.442277,300.195329
648,0.856358,0.510187,311.893268
649,-2.232870,1.853283,300.683006
650,-2.399173,-0.512248,301.266738
651,-2.079189,-2.559009,297.579902
652,-1.221612,-0.542197,299.530384
653,-1.827581,1.041182,306.958119
654,0.510269,-1.351050,313.082169
655,-1.533364,0.885657,313.370510
656,1.101500,0.320644,301.783659
657,-1.787624,-0.625770,302.578684
658,-2.455297,-2.119000,305.000000
659,0.592801,-2.745145,300.956650
660,2.299204,-2.137616,304.144555
661,0.070796,-1.508830,304.062213
662,-2.093057,-2.206355,315.267633
663,0.539876,0.309730,299.584254
664,2.661917,2.782220,295.000000
665,1.542942,1.520028,297.807530
666,1.346820,0.830373,301.503587
667,1.193059,2.789521,305.460959
668,0.507893,-0.807090,319.873261
669,-0.199128,-0.096722,295.000000
670,-0.358807,-1.841988,295.000000
671,-0.941922,2.770686,301.800571
672,-0.927222,0.736082,300.663606
673,-0.856444,1.179837,298.213358
674,0.973223,-0.101503,302.385775
675,-0.802415,-0.016120,300.866616
676,-1.367046,0.600082,316.321051
677,1.867632,-2.971740,319.042073
678,0.905211,1.398538,313.402635
679,2.270142,0.843795,297.860140
680,0.268810,2.155588,300.555928
681,0.730944,-0.689803,298.641252
682,1.157017,-1.625489,299.469950
683,-1.934349,-1.572322,301.893715
684,-0.982528,2.024767,300.826174
685,0.404747,0.339410,322.594578
686,-2.287047,0.220605,299.750796
687,0.270033,-1.826619,302.200721
688,-2.677585,2.425838,325.790715
689,0.066682,0.625878,312.766585
690,-1.161435,0.678982,325.416322
691,1.954539,1.645071,300.332795
692,0.914636,-1.339110,299.733046
693,-2.452176,2.405321,301.486234
694,1.797487,0.522922,300.096087
695,1.872545,-1.181052,298.741107
696,-1.085004,0.994168,301.648278
697,0.250742,1.585940,304.094723
698,0.547724,2.980277,302.032371
699,-0.864841,0.429492,298.471910
700,-2.225671,-2.097383,301.574555
701,2.376883,0.259112,316.644310
702,-1.688017,-2.900924,301.028894
703,1.214321,0.855259,305.940343
704,-0.087184,-2.455663,300.704096
705,-1.495421,-1.864610,301.355455
706,-0.164888,-2.589930,300.600760
707,2.786972,-0.731744,298.732772
708,-2.831919,1.408657,299.817833
709,1.678076,-0.986974,305.449381
710,1.329174,0.838206,313.812924
711,-0.331776,-2.580705,299.393270
712,-2.309069,-0.585481,306.099782
713,-2.127508,1.209242,333.253219
714,0.365006,0.740531,297.665860
715,-1.451799,1.897371,303.302054
716,-2.686813,2.697073,302.894350
717,-2.503160,1.717184,329.014794
718,0.624230,1.983784,302.034839
719,-2.919327,-2.043149,298.576899
720,-0.941624,2.649646,299.342265
721,2.624020,-0.638387,317.769770
722,0.711852,0.648012,311.493254
723,1.351093,-0.723090,301.439013
724,-2.510387,-0.579376,314.884265
725,-2.498184,-0.918162,319.976334
726,0.441963,-2.993821,300.220325
727,0.405934,-1.507122,328.840162
728,2.986177,1.520329,305.000000
729,-0.953704,1.058595,306.206526
730,1.226771,1.124989,324.901384
731,-2.085859,-0.562743,317.790939
732,2.767604,-0.383114,299.328532
733,-0.866824,0.060488,299.365488
734,-0.523992,-1.805590,313.620897
735,0.553565,-0.827086,310.675800
736,-0.863697,2.702312,295.000000
737,0.944973,1.452502,318.931326
738,2.697463,2.059317,299.188860
739,0.613730,0.846177,317.559254
740,2.301639,0.343384,301.863010
741,1.612737,0.903800,305.061494
742,0.207027,0.426770,298.055990
743,0.937794,0.652876,325.373958
744,-1.284482,0.650000,320.514514
745,0.110134,-1.485712,312.493281
746,-0.449021,1.967168,301.979996
747,1.194722,0.832192,314.243208
748,2.505930,2.913224,298.365361
749,1.030332,-2.121849,321.481764
750,2.944162,0.897425,301.497210
751,-1.224615,2.205069,304.021654
752,-1.411362,1.004794,297.053827
753,-1.064722,-1.059541,298.222606
754,-1.544222,2.587612,299.272019
755,-0.316870,2.798166,297.347947
756,-1.226335,1.043352,305.000000
757,0.339940,2.808867,301.686303
758,0.991635,-0.166840,300.613237
759,-2.095606,-1.326974,329.131727
760,-2.946106,2.687777,300.026476
761,-0.154510,-2.092147,304.491948
762,-2.384904,0.083127,322.363633
763,0.727804,-1.873843,296.294976
764,-2.290120,-0.190836,305.000000
765,2.454674,0.403774,329.622435
766,1.503522,-1.448617,312.040718
767,-1.766111,2.161574,329.341338
768,0.683511,-0.111038,301.368772
769,-1.616953,-1.078108,313.952332
770,-1.509969,1.300034,310.285504
771,-1.886300,1.063062,309.821817
772,1.233056,1.038830,324.301210
773,-0.602538,-1.274245,295.292915
774,-2.920564,-1.731123,300.500279
